tempo,deslocamento,força
"41,1000","6,8503","12,4083"
"41,1500","6,8586","12,4100"
"41,2000","6,8670","12,4102"
"41,2500","6,8753","12,4105"
"41,3000","6,8838","12,4152"
"41,3500","6,8922","12,4168"
"41,4000","6,9005","12,4159"
"41,4500","6,9087","12,4164"
"41,5000","6,9170","12,4149"
"41,5500","6,9252","12,4171"
"41,6000","6,9337","12,4229"
"41,6500","6,9420","12,4209"
"41,7000","6,9504","12,4214"
"41,7500","6,9587","12,4236"
"41,8000","6,9670","12,4218"
"41,8500","6,9753","12,4256"
"41,9000","6,9837","12,4288"
"41,9500","6,9920","12,4247"
"42,0000","7,0003","12,4278"
"42,0500","7,0086","12,4309"
"42,1000","7,0168","12,4290"
"42,1500","7,0251","12,4329"
"42,2000","7,0335","12,4331"
"42,2500","7,0418","12,4315"
"42,3000","7,0503","12,4361"
"42,3500","7,0587","12,4383"
"42,4000","7,0671","12,4377"
"42,4500","7,0754","12,4392"
"42,5000","7,0837","12,4372"
"42,5500","7,0920","12,4372"
"42,6000","7,1004","12,4431"
"42,6500","7,1087","12,4423"
"42,7000","7,1171","12,4434"
"42,7500","7,1254","12,4440"
"42,8000","7,1337","12,4422"
"42,8500","7,1420","12,4464"
"42,9000","7,1504","12,4493"
"42,9500","7,1588","12,4476"
"43,0000","7,1672","12,4497"
"43,0500","7,1755","12,4497"
"43,1000","7,1837","12,4491"
"43,1500","7,1920","12,4527"
"43,2000","7,2003","12,4524"
"43,2500","7,2086","12,4518"
"43,3000","7,2171","12,4554"
"43,3500","7,2254","12,4570"
"43,4000","7,2337","12,4565"
"43,4500","7,2421","12,4581"
"43,5000","7,2504","12,4577"
"43,5500","7,2588","12,4580"
"43,6000","7,2672","12,4606"
"43,6500","7,2755","12,4616"
"43,7000","7,2838","12,4631"
"43,7500","7,2920","12,4624"
"43,8000","7,3004","12,4607"
"43,8500","7,3087","12,4644"
"43,9000","7,3171","12,4672"
"43,9500","7,3255","12,4675"
"44,0000","7,3338","12,4692"
"44,0500","7,3421","12,4678"
"44,1000","7,3503","12,4657"
"44,1500","7,3587","12,4700"
"44,2000","7,3670","12,4722"
"44,2500","7,3753","12,4725"
"44,3000","7,3838","12,4739"
"44,3500","7,3920","12,4737"
"44,4000","7,4003","12,4727"
"44,4500","7,4086","12,4762"
"44,5000","7,4170","12,4776"
"44,5500","7,4254","12,4763"
"44,6000","7,4338","12,4775"
"44,6500","7,4422","12,4775"
"44,7000","7,4504","12,4784"
"44,7500","7,4587","12,4790"
"44,8000","7,4669","12,4793"
"44,8500","7,4752","12,4809"
"44,9000","7,4837","12,4834"
"44,9500","7,4921","12,4837"
"45,0000","7,5004","12,4870"
"45,0500","7,5087","12,4871"
"45,1000","7,5170","12,4851"
"45,1500","7,5253","12,4870"
"45,2000","7,5337","12,4888"
"45,2500","7,5420","12,4892"
"45,3000","7,5504","12,4921"
"45,3500","7,5586","12,4920"
"45,4000","7,5669","12,4882"
"45,4500","7,5753","12,4925"
"45,5000","7,5836","12,4943"
"45,5500","7,5919","12,4934"
"45,6000","7,6004","12,4968"
"45,6500","7,6088","12,4955"
"45,7000","7,6170","12,4930"
"45,7500","7,6254","12,4978"
"45,8000","7,6336","12,4971"
"45,8500","7,6419","12,4977"
"45,9000","7,6503","12,5006"
"45,9500","7,6587","12,4986"
"46,0000","7,6670","12,5016"
"46,0500","7,6753","12,5034"
"46,1000","7,6836","12,5014"
"46,1500","7,6919","12,5015"
"46,2000","7,7002","12,5037"
"46,2500","7,7087","12,5048"
"46,3000","7,7171","12,5090"
"46,3500","7,7255","12,5080"
"46,4000","7,7337","12,5040"
"46,4500","7,7421","12,5066"
"46,5000","7,7505","12,5080"
"46,5500","7,7588","12,5093"
"46,6000","7,7673","12,5126"
"46,6500","7,7756","12,5113"
"46,7000","7,7838","12,5085"
"46,7500","7,7922","12,5113"
"46,8000","7,8004","12,5115"
"46,8500","7,8087","12,5137"
"46,9000","7,8171","12,5163"
"46,9500","7,8254","12,5142"
"47,0000","7,8337","12,5155"
"47,0500","7,8420","12,5178"
"47,1000","7,8503","12,5170"
"47,1500","7,8586","12,5191"
"47,2000","7,8670","12,5201"
"47,2500","7,8754","12,5174"
"47,3000","7,8837","12,5209"
"47,3500","7,8920","12,5218"
"47,4000","7,9002","12,5199"
"47,4500","7,9086","12,5219"
"47,5000","7,9170","12,5235"
"47,5500","7,9253","12,5210"
"47,6000","7,9337","12,5256"
"47,6500","7,9420","12,5281"
"47,7000","7,9503","12,5231"
"47,7500","7,9587","12,5249"
"47,8000","7,9671","12,5270"
"47,8500","7,9754","12,5266"
"47,9000","7,9838","12,5301"
"47,9500","7,9921","12,5287"
"48,0000","8,0003","12,5262"
"48,0500","8,0086","12,5289"
"48,1000","8,0169","12,5293"
"48,1500","8,0252","12,5327"
"48,2000","8,0337","12,5344"
"48,2500","8,0420","12,5314"
"48,3000","8,0504","12,5324"
"48,3500","8,0588","12,5341"
"48,4000","8,0670","12,5326"
"48,4500","8,0753","12,5354"
"48,5000","8,0838","12,5347"
"48,5500","8,0920","12,5332"
"48,6000","8,1004","12,5375"
"48,6500","8,1088","12,5390"
"48,7000","8,1170","12,5379"
"48,7500","8,1253","12,5396"
"48,8000","8,1336","12,5392"
"48,8500","8,1420","12,5391"
"48,9000","8,1504","12,5432"
"48,9500","8,1588","12,5435"
"49,0000","8,1669","12,5407"
"49,0500","8,1753","12,5415"
"49,1000","8,1836","12,5421"
"49,1500","8,1919","12,5436"
"49,2000","8,2004","12,5475"
"49,2500","8,2087","12,5460"
"49,3000","8,2170","12,5447"
"49,3500","8,2253","12,5457"
"49,4000","8,2337","12,5448"
"49,4500","8,2420","12,5475"
"49,5000","8,2503","12,5499"
"49,5500","8,2587","12,5475"
"49,6000","8,2670","12,5493"
"49,6500","8,2753","12,5496"
"49,7000","8,2836","12,5492"
"49,7500","8,2920","12,5532"
"49,8000","8,3003","12,5521"
"49,8500","8,3088","12,5510"
"49,9000","8,3173","12,5544"
"49,9500","8,3255","12,5542"
"50,0000","8,3337","12,5517"
"50,0500","8,3420","12,5539"
"50,1000","8,3503","12,5527"
"50,1500","8,3586","12,5527"
"50,2000","8,3671","12,5570"
"50,2500","8,3754","12,5579"
"50,3000","8,3837","12,5575"
"50,3500","8,3920","12,5576"
"50,4000","8,4004","12,5553"
"50,4500","8,4087","12,5580"
"50,5000","8,4172","12,5619"
"50,5500","8,4255","12,5597"
"50,6000","8,4338","12,5599"
"50,6500","8,4420","12,5591"
"50,7000","8,4503","12,5578"
"50,7500","8,4587","12,5621"
"50,8000","8,4670","12,5642"
"50,8500","8,4753","12,5620"
"50,9000","8,4838","12,5639"
"50,9500","8,4921","12,5636"
"51,0000","8,5003","12,5620"
"51,0500","8,5086","12,5661"
"51,1000","8,5170","12,5660"
"51,1500","8,5253","12,5635"
"51,2000","8,5337","12,5665"
"51,2500","8,5419","12,5672"
"51,3000","8,5503","12,5655"
"51,3500","8,5586","12,5686"
"51,4000","8,5669","12,5676"
"51,4500","8,5754","12,5665"
"51,5000","8,5838","12,5693"
"51,5500","8,5922","12,5703"
"51,6000","8,6005","12,5704"
"51,6500","8,6088","12,5696"
"51,7000","8,6170","12,5662"
"51,7500","8,6254","12,5691"
"51,8000","8,6337","12,5726"
"51,8500","8,6420","12,5706"
"51,9000","8,6504","12,5735"
"51,9500","8,6587","12,5734"
"52,0000","8,6671","12,5700"
"52,0500","8,6755","12,5745"
"52,1000","8,6838","12,5756"
"52,1500","8,6921","12,5743"
"52,2000","8,7005","12,5763"
"52,2500","8,7087","12,5739"
"52,3000","8,7169","12,5742"
"52,3500","8,7253","12,5781"
"52,4000","8,7336","12,5783"
"52,4500","8,7419","12,5776"
"52,5000","8,7504","12,5788"
"52,5500","8,7587","12,5788"
"52,6000","8,7670","12,5807"
"52,6500","8,7754","12,5817"
"52,7000","8,7837","12,5790"
"52,7500","8,7919","12,5784"
"52,8000","8,8003","12,5806"
"52,8500","8,8087","12,5814"
"52,9000","8,8170","12,5830"
"52,9500","8,8252","12,5836"
"53,0000","8,8335","12,5806"
"53,0500","8,8420","12,5815"
"53,1000","8,8503","12,5839"
"53,1500","8,8587","12,5832"
"53,2000","8,8671","12,5871"
"53,2500","8,8753","12,5838"
"53,3000","8,8835","12,5812"
"53,3500","8,8920","12,5845"
"53,4000","8,9003","12,5850"
"53,4500","8,9086","12,5873"
"53,5000","8,9171","12,5896"
"53,5500","8,9255","12,5864"
"53,6000","8,9337","12,5857"
"53,6500","8,9421","12,5875"
"53,7000","8,9504","12,5883"
"53,7500","8,9587","12,5902"
"53,8000","8,9671","12,5900"
"53,8500","8,9755","12,5887"
"53,9000","8,9837","12,5896"
"53,9500","8,9920","12,5897"
"54,0000","9,0003","12,5901"
"54,0500","9,0086","12,5916"
"54,1000","9,0170","12,5915"
"54,1500","9,0254","12,5915"
"54,2000","9,0338","12,5956"
"54,2500","9,0421","12,5943"
"54,3000","9,0503","12,5913"
"54,3500","9,0587","12,5936"
"54,4000","9,0670","12,5919"
"54,4500","9,0753","12,5926"
"54,5000","9,0838","12,5978"
"54,5500","9,0921","12,5955"
"54,6000","9,1003","12,5934"
"54,6500","9,1087","12,5939"
"54,7000","9,1170","12,5935"
"54,7500","9,1254","12,5962"
"54,8000","9,1337","12,5981"
"54,8500","9,1421","12,5960"
"54,9000","9,1504","12,5959"
"54,9500","9,1586","12,5961"
"55,0000","9,1669","12,5965"
"55,0500","9,1753","12,5993"
"55,1000","9,1837","12,5998"
"55,1500","9,1920","12,5960"
"55,2000","9,2004","12,5987"
"55,2500","9,2087","12,6008"
"55,3000","9,2170","12,5979"
"55,3500","9,2253","12,6012"
"55,4000","9,2337","12,6005"
"55,4500","9,2420","12,5967"
"55,5000","9,2505","12,6021"
"55,5500","9,2588","12,6035"
"55,6000","9,2670","12,6001"
"55,6500","9,2755","12,6023"
"55,7000","9,2838","12,6021"
"55,7500","9,2921","12,6005"
"55,8000","9,3006","12,6061"
"55,8500","9,3089","12,6045"
"55,9000","9,3171","12,6010"
"55,9500","9,3254","12,6033"
"56,0000","9,3337","12,6020"
"56,0500","9,3420","12,6049"
"56,1000","9,3504","12,6067"
"56,1500","9,3587","12,6041"
"56,2000","9,3670","12,6051"
"56,2500","9,3753","12,6059"
"56,3000","9,3837","12,6040"
"56,3500","9,3920","12,6074"
"56,4000","9,4003","12,6072"
"56,4500","9,4087","12,6048"
"56,5000","9,4170","12,6075"
"56,5500","9,4252","12,6072"
"56,6000","9,4335","12,6051"
"56,6500","9,4419","12,6091"
"56,7000","9,4502","12,6075"
"56,7500","9,4586","12,6064"
"56,8000","9,4671","12,6115"
"56,8500","9,4754","12,6109"
"56,9000","9,4836","12,6080"
"56,9500","9,4920","12,6096"
"57,0000","9,5003","12,6086"
"57,0500","9,5086","12,6110"
"57,1000","9,5171","12,6134"
"57,1500","9,5254","12,6124"
"57,2000","9,5337","12,6099"
"57,2500","9,5420","12,6107"
"57,3000","9,5504","12,6106"
"57,3500","9,5587","12,6137"
"57,4000","9,5671","12,6148"
"57,4500","9,5755","12,6115"
"57,5000","9,5838","12,6118"
"57,5500","9,5920","12,6109"
"57,6000","9,6003","12,6115"
"57,6500","9,6087","12,6162"
"57,7000","9,6170","12,6138"
"57,7500","9,6254","12,6125"
"57,8000","9,6338","12,6160"
"57,8500","9,6421","12,6154"
"57,9000","9,6504","12,6148"
"57,9500","9,6588","12,6152"
"58,0000","9,6671","12,6128"
"58,0500","9,6754","12,6151"
"58,1000","9,6837","12,6172"
"58,1500","9,6921","12,6158"
"58,2000","9,7003","12,6161"
"58,2500","9,7086","12,6153"
"58,3000","9,7170","12,6141"
"58,3500","9,7254","12,6183"
"58,4000","9,7338","12,6208"
"58,4500","9,7422","12,6172"
"58,5000","9,7505","12,6169"
"58,5500","9,7588","12,6161"
"58,6000","9,7670","12,6154"
"58,6500","9,7753","12,6191"
"58,7000","9,7837","12,6186"
"58,7500","9,7920","12,6170"
"58,8000","9,8003","12,6200"
"58,8500","9,8086","12,6195"
"58,9000","9,8170","12,6170"
"58,9500","9,8253","12,6204"
"59,0000","9,8336","12,6190"
"59,0500","9,8421","12,6173"
"59,1000","9,8504","12,6215"
"59,1500","9,8587","12,6205"
"59,2000","9,8669","12,6208"
"59,2500","9,8753","12,6208"
"59,3000","9,8836","12,6185"
"59,3500","9,8919","12,6207"
"59,4000","9,9003","12,6253"
"59,4500","9,9088","12,6224"
"59,5000","9,9171","12,6216"
"59,5500","9,9254","12,6227"
"59,6000","9,9337","12,6201"
"59,6500","9,9421","12,6230"
"59,7000","9,9504","12,6241"
"59,7500","9,9588","12,6205"
"59,8000","9,9671","12,6222"
"59,8500","9,9753","12,6215"
"59,9000","9,9836","12,6210"
"59,9500","9,9920","12,6252"
"60,0000","10,0003","12,6227"
"60,0500","10,0086","12,6206"
"60,1000","10,0171","12,6248"
"60,1500","10,0254","12,6233"
"60,2000","10,0335","12,6223"
"60,2500","10,0419","12,6241"
"60,3000","10,0502","12,6220"
"60,3500","10,0585","12,6237"
"60,4000","10,0670","12,6276"
"60,4500","10,0754","12,6259"
"60,5000","10,0836","12,6248"
"60,5500","10,0920","12,6242"
"60,6000","10,1004","12,6230"
"60,6500","10,1088","12,6263"
"60,7000","10,1171","12,6272"
"60,7500","10,1255","12,6252"
"60,8000","10,1338","12,6260"
"60,8500","10,1420","12,6245"
"60,9000","10,1503","12,6247"
"60,9500","10,1587","12,6294"
"61,0000","10,1671","12,6282"
"61,0500","10,1755","12,6266"
"61,1000","10,1839","12,6288"
"61,1500","10,1921","12,6269"
"61,2000","10,2003","12,6270"
"61,2500","10,2088","12,6289"
"61,3000","10,2170","12,6252"
"61,3500","10,2254","12,6275"
"61,4000","10,2337","12,6295"
"61,4500","10,2421","12,6280"
"61,5000","10,2503","12,6288"
"61,5500","10,2587","12,6272"
"61,6000","10,2670","12,6262"
"61,6500","10,2754","12,6292"
"61,7000","10,2838","12,6306"
"61,7500","10,2922","12,6288"
"61,8000","10,3005","12,6284"
"61,8500","10,3087","12,6274"
"61,9000","10,3170","12,6258"
"61,9500","10,3253","12,6300"
"62,0000","10,3337","12,6302"
"62,0500","10,3420","12,6290"
"62,1000","10,3505","12,6310"
"62,1500","10,3587","12,6297"
"62,2000","10,3670","12,6293"
"62,2500","10,3754","12,6325"
"62,3000","10,3838","12,6291"
"62,3500","10,3921","12,6288"
"62,4000","10,4004","12,6317"
"62,4500","10,4087","12,6301"
"62,5000","10,4170","12,6304"
"62,5500","10,4253","12,6306"
"62,6000","10,4336","12,6287"
"62,6500","10,4420","12,6307"
"62,7000","10,4504","12,6328"
"62,7500","10,4587","12,6312"
"62,8000","10,4670","12,6314"
"62,8500","10,4754","12,6308"
"62,9000","10,4837","12,6297"
"62,9500","10,4920","12,6322"
"63,0000","10,5003","12,6337"
"63,0500","10,5087","12,6311"
"63,1000","10,5171","12,6323"
"63,1500","10,5252","12,6315"
"63,2000","10,5335","12,6300"
"63,2500","10,5420","12,6333"
"63,3000","10,5503","12,6332"
"63,3500","10,5588","12,6307"
"63,4000","10,5672","12,6343"
"63,4500","10,5754","12,6319"
"63,5000","10,5836","12,6309"
"63,5500","10,5919","12,6338"
"63,6000","10,6003","12,6302"
"63,6500","10,6087","12,6319"
"63,7000","10,6171","12,6356"
"63,7500","10,6254","12,6326"
"63,8000","10,6337","12,6318"
"63,8500","10,6419","12,6318"
"63,9000","10,6502","12,6303"
"63,9500","10,6586","12,6336"
"64,0000","10,6669","12,6363"
"64,0500","10,6754","12,6338"
"64,1000","10,6837","12,6341"
"64,1500","10,6919","12,6322"
"64,2000","10,7003","12,6331"
"64,2500","10,7087","12,6359"
"64,3000","10,7170","12,6350"
"64,3500","10,7255","12,6335"
"64,4000","10,7339","12,6352"
"64,4500","10,7421","12,6336"
"64,5000","10,7504","12,6334"
"64,5500","10,7587","12,6362"
"64,6000","10,7670","12,6333"
"64,6500","10,7754","12,6322"
"64,7000","10,7838","12,6360"
"64,7500","10,7921","12,6349"
"64,8000","10,8004","12,6353"
"64,8500","10,8087","12,6355"
"64,9000","10,8171","12,6328"
"64,9500","10,8255","12,6348"
"65,0000","10,8338","12,6357"
"65,0500","10,8421","12,6351"
"65,1000","10,8504","12,6343"
"65,1500","10,8586","12,6330"
"65,2000","10,8669","12,6336"
"65,2500","10,8752","12,6367"
"65,3000","10,8837","12,6371"
"65,3500","10,8920","12,6353"
"65,4000","10,9004","12,6356"
"65,4500","10,9087","12,6335"
"65,5000","10,9171","12,6345"
"65,5500","10,9253","12,6368"
"65,6000","10,9336","12,6341"
"65,6500","10,9421","12,6330"
"65,7000","10,9504","12,6360"
"65,7500","10,9587","12,6333"
"65,8000","10,9670","12,6349"
"65,8500","10,9754","12,6365"
"65,9000","10,9836","12,6333"
"65,9500","10,9920","12,6340"
"66,0000","11,0005","12,6378"
"66,0500","11,0088","12,6364"
"66,1000","11,0171","12,6357"
"66,1500","11,0253","12,6339"
"66,2000","11,0337","12,6338"
"66,2500","11,0420","12,6361"
"66,3000","11,0504","12,6374"
"66,3500","11,0588","12,6369"
"66,4000","11,0670","12,6351"
"66,4500","11,0753","12,6336"
"66,5000","11,0837","12,6344"
"66,5500","11,0920","12,6364"
"66,6000","11,1003","12,6351"
"66,6500","11,1087","12,6346"
"66,7000","11,1171","12,6362"
"66,7500","11,1253","12,6347"
"66,8000","11,1335","12,6363"
"66,8500","11,1420","12,6374"
"66,9000","11,1503","12,6338"
"66,9500","11,1586","12,6357"
"67,0000","11,1671","12,6393"
"67,0500","11,1754","12,6358"
"67,1000","11,1837","12,6342"
"67,1500","11,1919","12,6344"
"67,2000","11,2002","12,6330"
"67,2500","11,2086","12,6360"
"67,3000","11,2170","12,6378"
"67,3500","11,2254","12,6358"
"67,4000","11,2337","12,6357"
"67,4500","11,2419","12,6355"
"67,5000","11,2502","12,6346"
"67,5500","11,2587","12,6377"
"67,6000","11,2670","12,6365"
"67,6500","11,2755","12,6342"
"67,7000","11,2838","12,6369"
"67,7500","11,2920","12,6349"
"67,8000","11,3002","12,6352"
"67,8500","11,3086","12,6361"
"67,9000","11,3170","12,6334"
"67,9500","11,3253","12,6349"
"68,0000","11,3338","12,6382"
"68,0500","11,3421","12,6361"
"68,1000","11,3504","12,6349"
"68,1500","11,3588","12,6358"
"68,2000","11,3671","12,6342"
"68,2500","11,3754","12,6363"
"68,3000","11,3837","12,6369"
"68,3500","11,3921","12,6346"
"68,4000","11,4003","12,6349"
"68,4500","11,4086","12,6349"
"68,5000","11,4169","12,6354"
"68,5500","11,4254","12,6383"
"68,6000","11,4337","12,6360"
"68,6500","11,4422","12,6337"
"68,7000","11,4505","12,6358"
"68,7500","11,4588","12,6350"
"68,8000","11,4670","12,6347"
"68,8500","11,4753","12,6353"
"68,9000","11,4836","12,6330"
"68,9500","11,4920","12,6336"
"69,0000","11,5004","12,6372"
"69,0500","11,5086","12,6361"
"69,1000","11,5169","12,6340"
"69,1500","11,5253","12,6350"
"69,2000","11,5336","12,6336"
"69,2500","11,5420","12,6352"
"69,3000","11,5504","12,6369"
"69,3500","11,5586","12,6344"
"69,4000","11,5669","12,6340"
"69,4500","11,5753","12,6341"
"69,5000","11,5836","12,6330"
"69,5500","11,5920","12,6366"
"69,6000","11,6005","12,6374"
"69,6500","11,6088","12,6342"
"69,7000","11,6172","12,6341"
"69,7500","11,6255","12,6336"
"69,8000","11,6338","12,6330"
"69,8500","11,6422","12,6357"
"69,9000","11,6505","12,6340"
"69,9500","11,6588","12,6327"
"70,0000","11,6672","12,6344"
"70,0500","11,6754","12,6329"
"70,1000","11,6836","12,6336"
"70,1500","11,6921","12,6353"
"70,2000","11,7004","12,6319"
"70,2500","11,7088","12,6332"
"70,3000","11,7172","12,6365"
"70,3500","11,7253","12,6332"
"70,4000","11,7335","12,6329"
"70,4500","11,7419","12,6334"
"70,5000","11,7502","12,6312"
"70,5500","11,7586","12,6339"
"70,6000","11,7670","12,6366"
"70,6500","11,7754","12,6336"
"70,7000","11,7837","12,6320"
"70,7500","11,7920","12,6313"
"70,8000","11,8003","12,6310"
"70,8500","11,8087","12,6344"
"70,9000","11,8170","12,6333"
"70,9500","11,8253","12,6304"
"71,0000","11,8337","12,6319"
"71,0500","11,8419","12,6308"
"71,1000","11,8502","12,6325"
"71,1500","11,8586","12,6352"
"71,2000","11,8670","12,6326"
"71,2500","11,8753","12,6324"
"71,3000","11,8838","12,6353"
"71,3500","11,8921","12,6327"
"71,4000","11,9004","12,6340"
"71,4500","11,9088","12,6333"
"71,5000","11,9171","12,6298"
"71,5500","11,9254","12,6318"
"71,6000","11,9337","12,6344"
"71,6500","11,9421","12,6312"
"71,7000","11,9503","12,6306"
"71,7500","11,9587","12,6303"
"71,8000","11,9670","12,6295"
"71,8500","11,9754","12,6318"
"71,9000","11,9837","12,6326"
"71,9500","11,9921","12,6307"
"72,0000","12,0004","12,6304"
"72,0500","12,0086","12,6286"
"72,1000","12,0169","12,6290"
"72,1500","12,0253","12,6328"
"72,2000","12,0337","12,6313"
"72,2500","12,0421","12,6303"
"72,3000","12,0505","12,6313"
"72,3500","12,0588","12,6291"
"72,4000","12,0671","12,6304"
"72,4500","12,0754","12,6324"
"72,5000","12,0838","12,6283"
"72,5500","12,0921","12,6292"
"72,6000","12,1005","12,6320"
"72,6500","12,1087","12,6294"
"72,7000","12,1171","12,6305"
"72,7500","12,1254","12,6308"
"72,8000","12,1337","12,6263"
"72,8500","12,1421","12,6294"
"72,9000","12,1505","12,6318"
"72,9500","12,1588","12,6285"
"73,0000","12,1671","12,6291"
"73,0500","12,1754","12,6272"
"73,1000","12,1835","12,6247"
"73,1500","12,1919","12,6285"
"73,2000","12,2003","12,6303"
"73,2500","12,2087","12,6285"
"73,3000","12,2170","12,6285"
"73,3500","12,2253","12,6261"
"73,4000","12,2337","12,6264"
"73,4500","12,2421","12,6297"
"73,5000","12,2504","12,6271"
"73,5500","12,2588","12,6266"
"73,6000","12,2672","12,6275"
"73,6500","12,2754","12,6251"
"73,7000","12,2837","12,6263"
"73,7500","12,2920","12,6282"
"73,8000","12,3004","12,6252"
"73,8500","12,3087","12,6262"
"73,9000","12,3171","12,6278"
"73,9500","12,3254","12,6266"
"74,0000","12,3337","12,6267"
"74,0500","12,3420","12,6257"
"74,1000","12,3503","12,6256"
"74,1500","12,3587","12,6263"
"74,2000","12,3670","12,6266"
"74,2500","12,3753","12,6263"
"74,3000","12,3837","12,6259"
"74,3500","12,3919","12,6240"
"74,4000","12,4002","12,6234"
"74,4500","12,4086","12,6266"
"74,5000","12,4169","12,6266"
"74,5500","12,4252","12,6236"
"74,6000","12,4336","12,6246"
"74,6500","12,4420","12,6225"
"74,7000","12,4503","12,6234"
"74,7500","12,4586","12,6254"
"74,8000","12,4669","12,6236"
"74,8500","12,4754","12,6238"
"74,9000","12,4838","12,6241"
"74,9500","12,4921","12,6229"
"75,0000","12,5004","12,6248"
"75,0500","12,5089","12,6243"
"75,1000","12,5172","12,6218"
"75,1500","12,5255","12,6232"
"75,2000","12,5339","12,6232"
"75,2500","12,5421","12,6243"
"75,3000","12,5504","12,6241"
"75,3500","12,5587","12,6216"
"75,4000","12,5670","12,6217"
"75,4500","12,5755","12,6232"
"75,5000","12,5838","12,6232"
"75,5500","12,5922","12,6236"
"75,6000","12,6005","12,6223"
"75,6500","12,6088","12,6183"
"75,7000","12,6170","12,6197"
"75,7500","12,6253","12,6224"
"75,8000","12,6336","12,6202"
"75,8500","12,6420","12,6213"
"75,9000","12,6504","12,6218"
"75,9500","12,6586","12,6176"
"76,0000","12,6669","12,6193"
"76,0500","12,6753","12,6223"
"76,1000","12,6836","12,6190"
"76,1500","12,6921","12,6200"
"76,2000","12,7005","12,6191"
"76,2500","12,7087","12,6181"
"76,3000","12,7170","12,6208"
"76,3500","12,7252","12,6185"
"76,4000","12,7335","12,6159"
"76,4500","12,7420","12,6195"
"76,5000","12,7503","12,6201"
"76,5500","12,7588","12,6210"
"76,6000","12,7671","12,6203"
"76,6500","12,7753","12,6151"
"76,7000","12,7838","12,6152"
"76,7500","12,7921","12,6175"
"76,8000","12,8003","12,6170"
"76,8500","12,8088","12,6174"
"76,9000","12,8171","12,6167"
"76,9500","12,8253","12,6143"
"77,0000","12,8336","12,6142"
"77,0500","12,8419","12,6182"
"77,1000","12,8503","12,6148"
"77,1500","12,8587","12,6143"
"77,2000","12,8672","12,6179"
"77,2500","12,8754","12,6145"
"77,3000","12,8837","12,6151"
"77,3500","12,8920","12,6152"
"77,4000","12,9003","12,6117"
"77,4500","12,9087","12,6142"
"77,5000","12,9170","12,6161"
"77,5500","12,9254","12,6150"
"77,6000","12,9338","12,6135"
"77,6500","12,9420","12,6106"
"77,7000","12,9503","12,6121"
"77,7500","12,9588","12,6157"
"77,8000","12,9671","12,6142"
"77,8500","12,9755","12,6118"
"77,9000","12,9838","12,6123"
"77,9500","12,9920","12,6098"
"78,0000","13,0003","12,6124"
"78,0500","13,0086","12,6144"
"78,1000","13,0170","12,6101"
"78,1500","13,0253","12,6100"
"78,2000","13,0337","12,6139"
"78,2500","13,0419","12,6112"
"78,3000","13,0503","12,6110"
"78,3500","13,0586","12,6114"
"78,4000","13,0669","12,6085"
"78,4500","13,0752","12,6102"
"78,5000","13,0837","12,6124"
"78,5500","13,0920","12,6102"
"78,6000","13,1003","12,6093"
"78,6500","13,1086","12,6082"
"78,7000","13,1170","12,6082"
"78,7500","13,1254","12,6115"
"78,8000","13,1338","12,6096"
"78,8500","13,1421","12,6089"
"78,9000","13,1505","12,6085"
"78,9500","13,1587","12,6067"
"79,0000","13,1670","12,6080"
"79,0500","13,1753","12,6085"
"79,1000","13,1837","12,6053"
"79,1500","13,1921","12,6073"
"79,2000","13,2004","12,6097"
"79,2500","13,2087","12,6062"
"79,3000","13,2170","12,6065"
"79,3500","13,2254","12,6067"
"79,4000","13,2337","12,6047"
"79,4500","13,2421","12,6078"
"79,5000","13,2505","12,6073"
"79,5500","13,2587","12,6039"
"79,6000","13,2669","12,6039"
"79,6500","13,2752","12,6043"
"79,7000","13,2836","12,6042"
"79,7500","13,2920","12,6068"
"79,8000","13,3004","12,6059"
"79,8500","13,3088","12,6029"
"79,9000","13,3172","12,6048"
"79,9500","13,3255","12,6030"
"80,0000","13,3338","12,6027"
"80,0500","13,3421","12,6038"
"80,1000","13,3504","12,6003"
"80,1500","13,3588","12,6029"
"80,2000","13,3671","12,6042"
"80,2500","13,3753","12,6008"
"80,3000","13,3836","12,6009"
"80,3500","13,3920","12,6029"
"80,4000","13,4004","12,6009"
"80,4500","13,4088","12,6021"
"80,5000","13,4172","12,6046"
"80,5500","13,4254","12,5983"
"80,6000","13,4337","12,5982"
"80,6500","13,4420","12,5998"
"80,7000","13,4503","12,5977"
"80,7500","13,4587","12,6011"
"80,8000","13,4672","12,6008"
"80,8500","13,4755","12,5958"
"80,9000","13,4837","12,5978"
"80,9500","13,4920","12,5981"
"81,0000","13,5003","12,5968"
"81,0500","13,5087","12,5994"
"81,1000","13,5170","12,5972"
"81,1500","13,5253","12,5962"
"81,2000","13,5337","12,5989"
"81,2500","13,5420","12,5962"
"81,3000","13,5503","12,5943"
"81,3500","13,5586","12,5966"
"81,4000","13,5670","12,5943"
"81,4500","13,5754","12,5964"
"81,5000","13,5837","12,5980"
"81,5500","13,5920","12,5931"
"81,6000","13,6003","12,5925"
"81,6500","13,6086","12,5934"
"81,7000","13,6169","12,5925"
"81,7500","13,6252","12,5952"
"81,8000","13,6337","12,5951"
"81,8500","13,6420","12,5913"
"81,9000","13,6503","12,5935"
"81,9500","13,6586","12,5930"
"82,0000","13,6670","12,5925"
"82,0500","13,6754","12,5929"
"82,1000","13,6838","12,5899"
"82,1500","13,6921","12,5912"
